bytes_sent,index,source_port,destination_ip,log_level,system_type,action,timestamp,destination_port,host_name,domain_name,response_code,bytes_received,query_duration,event_id,description,direction,status,response,application,service_name,process_id,protocol,rule_id,severity,query_type,message,user_id,session_duration,source_ip
,DNS,,132.22.208.228,,,,2025-09-30T15:49:27.177410,,,dev.company.local,2,,0.976,7927d9bf-0c8e-47f9-88a7-2010368a8b9d,,,,SERVFAIL,,,,,,info,AAAA,,,,10.69.86.176
,Security,,172.21.104.75,,,logout,2025-09-30T16:16:38.173892,,,,,,,3b846a87-b246-403b-b35f-acb4f3696c23,system shutdown for user on outlook,,success,,vpn,,,,,high,,,user41,,172.27.178.146
1461396,Network,55203,10.114.192.197,,,,2025-09-30T16:00:36.107297,22,,,,129160,,87adfd60-8900-4011-83a6-b4038b6c0b38,,,,,,,,TCP,,info,,,,214.038,10.127.134.192
,System Log,,172.17.144.36,WARNING,linux,,2025-09-30T16:34:59.587301,,LNX-5710,,,,,eb86ba4f-86e8-4756-bee3-1d26820c827b,,,,,,sshd,5861,,,CRITICAL,,SSH login,,,172.31.240.210
,Firewall,64929,10.42.64.230,,,allow,2025-09-30T15:46:19.705202,53,,,,,,21ed855e-27f9-416c-9b9b-0190c3d26560,,outbound,,,,,,UDP,FW_RULE_4990,warning,,,,,49.103.28.142
,DNS,,144.17.43.126,,,,2025-09-30T16:23:20.430674,,,wiki.internal.net,0,,0.842,52e6e21c-fab8-4be1-8afc-a876500e2031,,,,NOERROR,,,,,,info,CNAME,,,,10.102.50.250
,Security,,10.169.94.219,,,login,2025-09-30T16:40:09.384699,,,,,,,71284956-bce6-4c72-9ece-b86449478faf,failed login for user on firefox,,failure,,firefox,,,,,low,,,user74,,10.98.196.153
930576,Network,63233,172.24.190.77,,,,2025-09-30T16:22:09.162195,443,,,,1468072,,d71690e0-d9e6-45b9-a2a6-ebeea233d366,,,,,,,,TCP,,info,,,,154.322,192.168.175.82
,System Log,,172.22.140.17,WARNING,linux,,2025-09-30T16:20:25.216395,,LNX-6832,,,,,6218e75d-b203-4e61-9841-f1cc3e742b00,,,,,,nginx,33761,,,WARNING,,Process forked,,,172.26.95.233
,Firewall,36949,192.168.223.74,,,deny,2025-09-30T16:05:13.430415,53,,,,,,f649aa8e-fd99-49f1-9969-26a871faad54,,outbound,,,,,,UDP,FW_RULE_1490,critical,,,,,62.164.225.124
,DNS,,20.201.110.204,,,,2025-09-30T16:44:19.240228,,,dev.company.local,0,,0.823,ef522126-5e82-4096-9016-09e58f67d146,,,,NOERROR,,,,,,info,MX,,,,192.168.18.37
,Security,,10.28.35.87,,,logout,2025-09-30T16:31:25.165197,,,,,,,f3c96117-1e24-4aeb-8ed1-5c472d1d1e57,user initiated for user on zoom,,success,,vpn,,,,,low,,,user91,,10.84.182.134
1474292,Network,55164,172.20.108.239,,,,2025-09-30T16:33:32.999155,3389,,,,358775,,e4b5c239-dd4a-4bed-941c-e9e667d9cd73,,,,,,,,TCP,,info,,,,134.583,10.84.48.176
,System Log,,10.2.16.235,INFO,windows,,2025-09-30T16:40:10.184237,,WIN-5926,,,,,90313262-5bc8-4b3b-acad-69073608890e,,,,,,postgresql,63435,,,WARNING,,Boot completed,,,192.168.233.247
,Firewall,44250,172.24.252.49,,,drop,2025-09-30T16:53:48.615203,5432,,,,,,8a79c007-b6b8-4b95-83d5-a0ff4a53450b,,outbound,,,,,,ICMP,FW_RULE_4742,info,,,,,12.211.182.162
,DNS,,78.140.13.226,,,,2025-09-30T16:03:31.149439,,,example.com,0,,0.494,0e03cb15-717c-4c70-b499-1f9e2b1ed5c3,,,,NOERROR,,,,,,info,TXT,,,,172.19.106.241
,Security,,192.168.92.67,,,password_change,2025-09-30T16:53:52.976378,,,,,,,16217e38-8c7c-4efb-816f-3e1dea90f935,system enforced for user on slack,,success,,firefox,,,,,medium,,,user47,,10.187.14.95
192394,Network,49174,10.85.5.185,,,,2025-09-30T16:10:00.488181,80,,,,24501,,6f3e4639-3f5c-43ad-a845-fee1ff3a59fe,,,,,,,,ICMP,,info,,,,238.642,172.22.135.28
,System Log,,192.168.37.222,INFO,windows,,2025-09-30T16:10:14.926159,,WIN-2254,,,,,5607e1ff-cae3-4a08-b230-f62669af34b5,,,,,,httpd,38693,,,CRITICAL,,User account created,,,192.168.230.167
,Firewall,23498,192.168.31.93,,,deny,2025-09-30T16:23:38.966781,3306,,,,,,21f3c90c-849c-4f99-892d-95302a92491f,,inbound,,,,,,ICMP,FW_RULE_7761,warning,,,,,10.236.174.78
,DNS,,28.60.53.209,,,,2025-09-30T16:46:49.283842,,,example.com,0,,0.83,ec62ef47-5f47-4cef-8418-777446eb52d8,,,,NOERROR,,,,,,info,AAAA,,,,10.157.97.142
,Security,,10.130.48.154,,,password_change,2025-09-30T16:31:10.306796,,,,,,,4ed2d00b-ad28-4ec2-83d5-9329cad3797f,user initiated for user on chrome,,success,,firefox,,,,,high,,,user51,,10.229.40.101
335628,Network,56040,10.148.102.96,,,,2025-09-30T16:10:20.007181,3306,,,,1008076,,55adcfa7-a072-4534-a105-0bea2527dcb5,,,,,,,,ICMP,,info,,,,235.045,172.23.237.155
,System Log,,172.26.112.39,INFO,windows,,2025-09-30T16:09:20.020770,,WIN-5215,,,,,66b7e71a-b836-4915-8be4-f2e804445749,,,,,,nginx,24036,,,CRITICAL,,Update installed,,,192.168.47.249
,Firewall,27633,192.168.42.22,,,deny,2025-09-30T16:46:02.061284,5432,,,,,,25b4fb5f-72e2-4a8b-8687-5994fa811861,,inbound,,,,,,ICMP,FW_RULE_6956,warning,,,,,125.56.111.241
,DNS,,195.48.202.71,,,,2025-09-30T16:06:44.380647,,,dev.company.local,0,,0.207,35780d85-02a5-4721-9a46-e293cd690663,,,,NOERROR,,,,,,info,A,,,,10.18.206.136
,Security,,172.23.237.58,,,login,2025-09-30T16:16:14.715105,,,,,,,40c67ed6-1d72-41d9-b90c-963af60bdeab,account locked for user on firefox,,success,,slack,,,,,high,,,user63,,10.124.73.206
520862,Network,24044,192.168.51.254,,,,2025-09-30T16:08:15.077244,7791,,,,1160481,,68351cef-53df-4e59-8590-9a4eac0e334e,,,,,,,,ICMP,,info,,,,64.664,192.168.215.132
,System Log,,172.16.133.97,WARNING,windows,,2025-09-30T16:46:49.846877,,WIN-9998,,,,,9d281096-6278-4407-913f-9343a677e711,,,,,,mysqld,6655,,,WARNING,,Configuration changed,,,192.168.124.211
,Firewall,25222,192.168.25.204,,,drop,2025-09-30T16:08:56.730815,53,,,,,,5a60b757-cb7e-4bef-b1dd-fbaf820ca984,,outbound,,,,,,TCP,FW_RULE_6801,warning,,,,,172.17.61.89
,DNS,,196.89.191.191,,,,2025-09-30T16:20:53.483069,,,test.org,0,,0.113,edd51d45-995a-4e55-ba3b-93412a158c98,,,,NOERROR,,,,,,info,NS,,,,192.168.207.102
,Security,,10.163.186.205,,,permission_change,2025-09-30T16:08:07.838689,,,,,,,3f75da03-1747-40bc-8580-0f4edbf4b298,role update for user on vpn,,success,,zoom,,,,,critical,,,user59,,10.228.191.114
1087334,Network,63636,10.17.112.205,,,,2025-09-30T16:32:40.859264,80,,,,485149,,ec722991-66c8-4527-b4a3-c2bbbe76ba66,,,,,,,,TCP,,info,,,,199.745,19.183.77.101
,System Log,,10.206.133.210,WARNING,linux,,2025-09-30T16:17:19.279187,,LNX-1703,,,,,8841e00a-4945-460f-80ef-8d30a5665697,,,,,,sshd,58107,,,CRITICAL,,Configuration reload,,,10.62.255.10
,Firewall,49846,172.20.237.190,,,drop,2025-09-30T17:02:32.176430,443,,,,,,5aa0fe03-cd62-4fe8-8e85-5c2f35244a9c,,outbound,,,,,,UDP,FW_RULE_2751,warning,,,,,10.89.77.160
,DNS,,92.125.137.248,,,,2025-09-30T16:44:30.313546,,,company.local,0,,0.101,08ae3f17-6726-450b-8c33-cd46a0f33b2f,,,,NOERROR,,,,,,info,TXT,,,,192.168.54.58
,Security,,192.168.173.32,,,password_change,2025-09-30T16:55:22.863626,,,,,,,da468738-7c87-42a2-b418-99824ea22675,system enforced for user on chrome,,success,,slack,,,,,high,,,user92,,172.23.100.45
1144668,Network,60938,172.31.31.81,,,,2025-09-30T16:49:28.039719,25,,,,1106175,,37f451db-719c-40d9-8266-245e2ce1e71b,,,,,,,,ICMP,,info,,,,86.752,192.168.222.245
,System Log,,192.168.209.204,INFO,windows,,2025-09-30T16:42:55.351358,,WIN-4006,,,,,bc03a897-5107-457d-94b7-cb13021f92fa,,,,,,nginx,38441,,,DEBUG,,Password changed,,,192.168.57.250
,Firewall,22499,192.168.118.4,,,deny,2025-09-30T16:32:05.996973,443,,,,,,525db9cf-1551-4488-92c6-5240409d502a,,outbound,,,,,,UDP,FW_RULE_6858,critical,,,,,101.26.164.134
,DNS,,182.117.180.99,,,,2025-09-30T17:09:33.207563,,,test.org,0,,0.312,79b19db8-b463-426f-a09c-7a868a342313,,,,NOERROR,,,,,,info,NS,,,,192.168.127.99
,Security,,10.125.120.223,,,permission_change,2025-09-30T17:01:03.735939,,,,,,,8e220c4e-8cb1-48ee-8871-51b3abd56c49,privilege escalation for user on ssh,,success,,outlook,,,,,low,,,user40,,192.168.123.56
198610,Network,2324,192.168.198.14,,,,2025-09-30T17:08:47.190555,56108,,,,181210,,e30b0f80-d4ba-4871-a4ad-5ded9ff498cf,,,,,,,,ICMP,,info,,,,122.553,10.153.79.33
,System Log,,192.168.79.123,INFO,windows,,2025-09-30T16:51:33.823936,,WIN-6370,,,,,cf83ce3c-04ec-4785-b856-2bb9191c39f4,,,,,,postgresql,60506,,,ERROR,,Shutdown initiated,,,192.168.208.213
,Firewall,39332,10.203.96.237,,,allow,2025-09-30T16:12:12.958254,53,,,,,,14fb5c20-6088-4732-b6de-692a0cd32f51,,outbound,,,,,,UDP,FW_RULE_8530,warning,,,,,107.15.123.239
,DNS,,117.246.39.147,,,,2025-09-30T16:22:03.835081,,,mail.company.local,0,,0.934,82257b63-ee68-4a1c-8b7d-c354fb33242b,,,,NOERROR,,,,,,info,AAAA,,,,192.168.248.85
,Security,,10.225.108.205,,,file_access,2025-09-30T16:52:58.023364,,,,,,,42705463-b595-464d-9673-fba6b589a06e,execute for user on vpn,,success,,outlook,,,,,critical,,,user3,,172.23.227.244
416319,Network,63431,192.168.0.41,,,,2025-09-30T17:04:48.577057,80,,,,601155,,1eb966d7-cc1c-47ca-9fb4-a75af565f826,,,,,,,,UDP,,info,,,,184.391,192.168.168.126
,System Log,,172.29.62.81,WARNING,linux,,2025-09-30T16:49:33.298273,,LNX-9991,,,,,dd41c4eb-d739-47f7-b6ab-18d7ee3d1e0a,,,,,,mysqld,40471,,,ERROR,,Process forked,,,192.168.156.44
,Firewall,7439,172.26.118.111,,,allow,2025-09-30T16:16:09.330127,80,,,,,,937f4e57-8ce7-49a9-a561-536f87f7c7f3,,outbound,,,,,,UDP,FW_RULE_7215,info,,,,,174.107.244.115
,DNS,,108.65.69.116,,,,2025-09-30T16:24:17.255749,,,company.local,0,,0.872,563502ce-3b08-498c-8eb4-1154da242210,,,,NOERROR,,,,,,info,NS,,,,192.168.11.252
,Security,,192.168.53.60,,,file_access,2025-09-30T17:01:54.628368,,,,,,,bb6e72e1-0c0d-4348-9ec5-97fdb78177b1,write for user on ssh,,success,,chrome,,,,,high,,,user15,,172.19.246.201
92840,Network,61520,172.20.32.76,,,,2025-09-30T16:30:40.168419,80,,,,1171428,,2bf7df74-ca9a-4588-80b5-694bd3c984b1,,,,,,,,ICMP,,info,,,,191.609,141.102.89.183
,System Log,,172.20.83.108,ERROR,windows,,2025-09-30T16:52:38.060802,,WIN-1971,,,,,4fcdf85d-e75c-446a-8681-bf5a137a1fce,,,,,,sshd,35840,,,INFO,,Password changed,,,10.248.164.238
,Firewall,57924,192.168.209.224,,,deny,2025-09-30T16:18:09.482852,53,,,,,,db08bd1c-9ba1-4f3f-b11d-6b99e298143b,,inbound,,,,,,UDP,FW_RULE_7778,critical,,,,,192.168.70.105
,DNS,,43.194.193.167,,,,2025-09-30T16:15:28.955776,,,company.local,0,,0.148,d5513914-f15a-4f24-acac-2626289c9e13,,,,NOERROR,,,,,,info,A,,,,192.168.141.56
,Security,,10.33.94.27,,,password_change,2025-09-30T16:59:24.325711,,,,,,,d96af539-1637-453b-be61-9a59a527ebd8,user initiated for user on firefox,,success,,chrome,,,,,medium,,,user74,,172.28.0.176
1495875,Network,64779,172.20.42.234,,,,2025-09-30T16:26:50.368312,3389,,,,671011,,3c90353d-95e7-4ae7-9e22-8734a366a94b,,,,,,,,ICMP,,info,,,,181.96,172.30.15.91
,System Log,,192.168.233.187,WARNING,linux,,2025-09-30T16:31:23.051336,,LNX-4322,,,,,3bbb7510-a901-4d90-9ae2-37478c8f31af,,,,,,nginx,1084,,,INFO,,Process terminated,,,10.48.111.202
,Firewall,57156,10.182.7.151,,,allow,2025-09-30T16:29:04.009364,443,,,,,,3314788e-0522-4a58-a1ac-8bd78f0e477c,,inbound,,,,,,TCP,FW_RULE_2859,warning,,,,,192.168.151.173
,DNS,,237.62.131.156,,,,2025-09-30T16:30:16.547269,,,dev.company.local,0,,0.798,340705ec-1135-44ee-be13-91e91c43e00e,,,,NOERROR,,,,,,info,TXT,,,,172.30.112.103
,Security,,172.21.42.136,,,logout,2025-09-30T17:10:59.260961,,,,,,,67f9a496-73b6-423f-a4f9-60b2359aa93c,user initiated for user on zoom,,success,,ssh,,,,,medium,,,user56,,192.168.165.88
1333389,Network,57340,10.39.44.227,,,,2025-09-30T16:31:59.754932,21360,,,,1218462,,e19e77ff-8363-4dd3-a610-090527578a2b,,,,,,,,UDP,,info,,,,3.126,24.247.55.158
,System Log,,192.168.145.133,ERROR,windows,,2025-09-30T16:33:45.234060,,WIN-9353,,,,,4c50dd88-7796-4cfa-9f88-8f5bbc1fffe9,,,,,,sshd,21404,,,WARNING,,Update installed,,,172.19.230.25
,Firewall,58214,192.168.126.121,,,drop,2025-09-30T16:56:49.591263,25,,,,,,08ffe36c-f18a-4beb-85be-7e75e95091de,,inbound,,,,,,UDP,FW_RULE_6498,warning,,,,,43.13.29.160
,DNS,,210.25.141.201,,,,2025-09-30T16:24:10.846197,,,dev.company.local,0,,0.265,b01dfc8b-29bb-4695-a1ec-0e71103df04f,,,,NOERROR,,,,,,info,TXT,,,,172.24.60.36
,Security,,172.30.133.34,,,password_change,2025-09-30T17:12:49.316256,,,,,,,33e524e4-4342-4541-ab14-e86c407864f8,admin reset for user on firefox,,success,,ssh,,,,,low,,,user74,,192.168.27.156
411703,Network,52220,172.16.215.234,,,,2025-09-30T16:44:04.697148,443,,,,1178331,,07186d70-794f-47ba-b079-281c7e5b96bf,,,,,,,,ICMP,,info,,,,155.417,203.243.154.134
,System Log,,10.132.52.109,WARNING,linux,,2025-09-30T16:47:23.919703,,LNX-5977,,,,,ad45173e-1f12-4503-8756-3768a685203b,,,,,,httpd,12126,,,DEBUG,,SSH login,,,172.21.166.165
,Firewall,12183,10.176.250.251,,,deny,2025-09-30T16:21:49.337811,3306,,,,,,cb7be91e-c3d0-49e7-a9be-5c138a55ec8f,,inbound,,,,,,UDP,FW_RULE_5099,info,,,,,172.28.195.161
,DNS,,162.236.108.100,,,,2025-09-30T16:39:49.391514,,,wiki.internal.net,0,,0.804,b14f31d7-7291-44a7-8f7d-afe28f1f5898,,,,NOERROR,,,,,,info,MX,,,,172.18.163.11
,Security,,192.168.131.26,,,login,2025-09-30T16:19:17.270436,,,,,,,29ddf708-9c9e-410e-b798-b00d9ba14deb,failed login for user on ssh,,failure,,slack,,,,,medium,,,user33,,192.168.208.102
280488,Network,55631,172.17.217.174,,,,2025-09-30T17:01:46.909817,80,,,,389947,,fd44c070-7e33-4d56-9f2d-3d0b85d99035,,,,,,,,ICMP,,info,,,,40.126,196.133.185.16
,System Log,,192.168.114.199,WARNING,linux,,2025-09-30T16:38:53.166647,,LNX-4358,,,,,82653432-c9d8-489a-8ba2-6b8f8ce56f7b,,,,,,mysqld,3847,,,WARNING,,SSH login,,,172.17.143.64
,Firewall,61030,10.104.254.152,,,deny,2025-09-30T16:57:27.776060,25,,,,,,628fba53-6cb3-4e7d-a291-d466631c91df,,inbound,,,,,,TCP,FW_RULE_8082,info,,,,,176.88.45.252
,DNS,,89.43.53.242,,,,2025-09-30T16:52:13.986753,,,dev.company.local,5,,0.449,1baff245-e166-4493-8236-52a86abcb5a8,,,,REFUSED,,,,,,info,AAAA,,,,172.31.69.125
,Security,,172.17.55.79,,,logout,2025-09-30T16:47:15.362823,,,,,,,8fd1ba70-ef4a-4a81-a8fa-dcb7384ab3a9,user initiated for user on outlook,,success,,chrome,,,,,low,,,user59,,192.168.46.99
1368337,Network,51092,192.168.211.53,,,,2025-09-30T16:25:32.369981,3389,,,,1491745,,abab2767-1a21-4a0e-bdf9-22e24dd3be68,,,,,,,,UDP,,info,,,,67.012,221.127.64.194
,System Log,,10.163.124.53,WARNING,linux,,2025-09-30T17:09:35.177600,,LNX-7987,,,,,c312b037-2e86-4862-813b-24c9002573b8,,,,,,nginx,6449,,,INFO,,USB device connected,,,10.121.27.70
,Firewall,42321,10.231.162.199,,,deny,2025-09-30T17:05:02.277917,53,,,,,,d4b0ba71-22b0-46b7-aa15-586f14643378,,outbound,,,,,,UDP,FW_RULE_3581,info,,,,,192.168.40.194
,DNS,,224.53.58.230,,,,2025-09-30T17:13:02.518994,,,company.local,0,,0.141,e2dfa41a-f844-4433-86de-d24a7d10b9cc,,,,NOERROR,,,,,,info,NS,,,,172.25.121.69
,Security,,10.78.82.218,,,permission_change,2025-09-30T17:04:22.870299,,,,,,,82024099-595e-4f10-a465-fd6891bd9889,privilege escalation for user on ssh,,success,,slack,,,,,high,,,user58,,192.168.3.143
487371,Network,52203,10.169.195.139,,,,2025-09-30T17:16:49.133435,22,,,,1264205,,96671d65-c88c-4837-bc6d-a562601b742a,,,,,,,,UDP,,info,,,,51.375,192.168.69.152
,System Log,,10.186.90.247,WARNING,linux,,2025-09-30T16:50:03.583234,,LNX-9468,,,,,728107ca-666d-45f1-8d1f-e8c8b5c6c972,,,,,,httpd,33531,,,ERROR,,sudo command execution,,,172.26.235.210
,Firewall,12025,10.85.64.202,,,deny,2025-09-30T16:43:21.396781,3306,,,,,,3b2993a1-d87b-45cb-a05e-b73949cc0067,,outbound,,,,,,UDP,FW_RULE_9194,critical,,,,,192.168.198.157
,DNS,,154.178.175.220,,,,2025-09-30T17:02:20.447233,,,internal.net,0,,0.496,5a7dea5c-2790-49b9-9426-76d1a4627f00,,,,NOERROR,,,,,,info,CNAME,,,,10.153.30.119
,Security,,10.162.110.125,,,password_change,2025-09-30T16:45:51.155118,,,,,,,10e9e46b-b336-473a-bad8-5aff338e7eb7,user initiated for user on ssh,,success,,outlook,,,,,high,,,user17,,10.106.115.142
536467,Network,50678,10.255.158.49,,,,2025-09-30T17:01:17.604342,80,,,,795400,,e6bd8a92-cc46-46d5-9558-20fd8d9e16b1,,,,,,,,ICMP,,info,,,,3.837,28.198.189.123
,System Log,,192.168.30.158,WARNING,windows,,2025-09-30T16:54:09.088700,,WIN-9532,,,,,497c9f20-3854-4253-85f3-f957c48c1084,,,,,,sshd,62534,,,INFO,,Update installed,,,10.130.6.112
,Firewall,21366,172.19.108.239,,,allow,2025-09-30T16:55:39.904023,25,,,,,,5d2c9062-a67a-43f0-acae-343ec10ce964,,outbound,,,,,,TCP,FW_RULE_5719,warning,,,,,219.78.16.16
,DNS,,215.146.3.213,,,,2025-09-30T17:08:44.547508,,,test.org,1,,0.85,7d84a546-1e3c-464f-a6af-dd6caaa43caf,,,,FORMERR,,,,,,info,NS,,,,172.21.168.149
,Security,,172.25.233.169,,,login,2025-09-30T17:17:20.326452,,,,,,,7722253c-8ca0-4532-a12e-0e6a3a5dcdd3,successful login for user on zoom,,success,,slack,,,,,low,,,user59,,172.25.221.70
683409,Network,38618,10.101.55.66,,,,2025-09-30T16:54:43.578072,16423,,,,753230,,4d1a0b41-2594-4d00-a4e0-b9a68bdc5498,,,,,,,,ICMP,,info,,,,223.83,2.16.224.38
,System Log,,172.20.202.20,INFO,windows,,2025-09-30T17:02:04.276245,,WIN-6007,,,,,241db40e-c080-4e31-8ea2-9b44020f19b2,,,,,,nginx,56299,,,ERROR,,Group membership changed,,,10.153.108.140
,Firewall,51620,172.26.142.92,,,deny,2025-09-30T17:13:55.349030,80,,,,,,2ac09bfa-3270-4a27-ac4d-7dba4c4507d5,,outbound,,,,,,UDP,FW_RULE_6561,critical,,,,,224.100.245.161
,DNS,,174.107.170.208,,,,2025-09-30T16:46:23.337106,,,mail.company.local,5,,0.956,aea8ca87-f037-4690-8e2f-008a7643d51c,,,,REFUSED,,,,,,info,TXT,,,,10.140.234.225
,Security,,10.117.105.5,,,file_access,2025-09-30T17:02:13.089455,,,,,,,46bf7564-7172-41ac-bfa8-408193e64f2a,delete for user on ssh,,success,,slack,,,,,low,,,user65,,172.22.227.124
1192441,Network,50985,10.236.241.156,,,,2025-09-30T16:39:03.888756,443,,,,1281070,,a65bdbc7-fa89-4764-bf21-3303af18e69a,,,,,,,,UDP,,info,,,,294.358,192.168.216.116
,System Log,,172.19.126.228,ERROR,windows,,2025-09-30T16:39:28.668682,,WIN-7243,,,,,6183f959-d62d-4fbc-a5b4-c50fbd052345,,,,,,sshd,19830,,,ERROR,,Boot completed,,,192.168.27.21
,Firewall,6320,172.20.44.245,,,drop,2025-09-30T16:57:49.452829,22,,,,,,0690b9d5-0f7a-4686-a7e6-33431e359793,,outbound,,,,,,UDP,FW_RULE_6849,critical,,,,,172.23.154.48
,DNS,,150.168.98.159,,,,2025-09-30T17:19:10.524664,,,test.org,0,,0.677,1f910b35-5f53-4784-b590-6d6084f8b0df,,,,NOERROR,,,,,,info,NS,,,,192.168.75.62
,Security,,172.27.33.118,,,file_access,2025-09-30T16:56:43.645659,,,,,,,b9531e02-3fe1-482a-8b58-808327317d64,write for user on vpn,,success,,outlook,,,,,low,,,user47,,192.168.241.199
565580,Network,61456,172.16.160.48,,,,2025-09-30T17:12:22.563221,5432,,,,992196,,8d2bf3f1-171a-4d90-ae68-e3d495b93f88,,,,,,,,TCP,,info,,,,17.526,149.2.48.42
,System Log,,10.1.221.112,INFO,linux,,2025-09-30T17:02:42.951747,,LNX-8635,,,,,9a429ca8-c5fe-47c0-a5af-b7e9360d079c,,,,,,httpd,40949,,,INFO,,Network interface down,,,192.168.210.98
,Firewall,20325,192.168.129.93,,,drop,2025-09-30T16:49:39.018797,3389,,,,,,61b9aa26-c262-49a0-9dec-f59070ce6925,,outbound,,,,,,TCP,FW_RULE_3231,info,,,,,136.139.218.179
,DNS,,76.26.24.158,,,,2025-09-30T16:53:21.232153,,,company.local,0,,0.654,c71e4deb-8ba5-4978-86f0-87e13543f0f3,,,,NOERROR,,,,,,info,AAAA,,,,192.168.25.251
,Security,,10.110.8.33,,,permission_change,2025-09-30T16:28:27.563735,,,,,,,656157ed-9f3d-4e3d-987b-1240eab9f8a9,privilege escalation for user on zoom,,success,,firefox,,,,,low,,,user65,,172.28.33.130
1307702,Network,63679,192.168.198.152,,,,2025-09-30T16:41:31.370617,443,,,,1270200,,5043e730-f72a-486d-926e-2d58d89232ac,,,,,,,,TCP,,info,,,,117.951,192.168.33.168
,System Log,,172.16.136.119,WARNING,linux,,2025-09-30T17:08:22.453466,,LNX-9435,,,,,e5bcbb00-a234-4b8b-8bcb-e0a3f5babf58,,,,,,httpd,49676,,,INFO,,Network interface down,,,172.21.144.27
,Firewall,5300,172.17.33.47,,,deny,2025-09-30T17:23:28.788522,5432,,,,,,0d2163fe-dd48-49be-86d9-5cd82ef80cf5,,outbound,,,,,,UDP,FW_RULE_1724,warning,,,,,172.28.131.86
,DNS,,67.25.246.55,,,,2025-09-30T16:58:50.360216,,,internal.net,2,,0.016,81948192-3182-4d20-9a33-d6df26b1279c,,,,SERVFAIL,,,,,,info,NS,,,,192.168.237.8
,Security,,192.168.47.223,,,login,2025-09-30T16:28:26.994528,,,,,,,894fad30-962b-497f-a2fa-2ecbb21f2bb9,successful login for user on zoom,,success,,zoom,,,,,medium,,,user68,,172.27.62.144
1453181,Network,30564,10.140.168.128,,,,2025-09-30T17:24:27.805081,31143,,,,468733,,aa5efa92-5a3f-4de9-8ae9-90e0fee60536,,,,,,,,UDP,,info,,,,258.603,192.168.197.238
,System Log,,172.21.108.34,ERROR,linux,,2025-09-30T16:43:44.614293,,LNX-1307,,,,,578f6bcd-11b4-454c-a7b2-fed5a349d964,,,,,,postgresql,30736,,,INFO,,SSH login,,,10.198.154.214
,Firewall,19580,10.181.104.54,,,allow,2025-09-30T16:34:42.624883,25,,,,,,1f0ac3c6-29d9-4886-8194-5fb877d9f7f1,,outbound,,,,,,UDP,FW_RULE_7183,critical,,,,,148.37.136.115
,DNS,,74.155.82.35,,,,2025-09-30T17:11:18.096427,,,dev.company.local,0,,0.177,26bb346f-aa74-4277-bd64-39cb3059c925,,,,NOERROR,,,,,,info,CNAME,,,,192.168.149.204
,Security,,10.151.196.153,,,password_change,2025-09-30T16:35:28.681111,,,,,,,8ce36c15-667a-4231-9b20-e5efd64ebd9b,system enforced for user on chrome,,success,,zoom,,,,,medium,,,user76,,192.168.207.71
1330395,Network,55957,192.168.170.103,,,,2025-09-30T16:30:16.375643,22,,,,1070044,,2c2b0206-691f-4ec9-9f4f-e859fbef3969,,,,,,,,TCP,,info,,,,203.046,192.168.44.176
,System Log,,10.9.190.226,ERROR,windows,,2025-09-30T16:33:01.544776,,WIN-2634,,,,,04d03407-b927-44f7-a42f-a6f126e576a0,,,,,,httpd,625,,,INFO,,Application crash,,,172.23.53.208
,Firewall,63462,10.106.245.14,,,allow,2025-09-30T17:02:46.565058,80,,,,,,2f237721-1288-490b-80a7-8d7188ec0b54,,inbound,,,,,,TCP,FW_RULE_7613,info,,,,,10.93.46.182
,DNS,,214.180.69.217,,,,2025-09-30T16:55:54.316959,,,dev.company.local,0,,0.515,b5241fe4-b96f-4c0d-92f4-00096830c77c,,,,NOERROR,,,,,,info,TXT,,,,10.59.184.180
,Security,,10.167.116.219,,,password_change,2025-09-30T17:12:37.713067,,,,,,,8ed2701b-9dee-4f0f-a3a4-42623b342018,user initiated for user on slack,,success,,ssh,,,,,high,,,user40,,172.21.168.93
1124706,Network,64611,172.23.99.79,,,,2025-09-30T16:53:16.796222,443,,,,301951,,cea5c417-f2d7-4e47-a06d-0be512eb300c,,,,,,,,TCP,,info,,,,71.205,172.19.178.175
,System Log,,10.27.184.129,ERROR,windows,,2025-09-30T16:33:56.794562,,WIN-7004,,,,,24587cd0-ae75-4adb-8026-f84a6ce56a5c,,,,,,postgresql,60197,,,WARNING,,Application crash,,,10.172.198.14
,Firewall,27407,192.168.117.44,,,allow,2025-09-30T17:13:04.190279,25,,,,,,8c5762f1-2bdf-4698-9568-8c60170a97f9,,inbound,,,,,,ICMP,FW_RULE_9981,info,,,,,142.34.119.21
,DNS,,123.82.71.88,,,,2025-09-30T16:37:48.580414,,,internal.net,0,,0.471,cfd05bb2-ff62-44af-8b8c-bf823d2b6ff2,,,,NOERROR,,,,,,info,AAAA,,,,172.27.142.0
,Security,,172.24.118.147,,,login,2025-09-30T16:32:02.523491,,,,,,,6602ffca-3b38-4a31-bac4-4efd6c8b3e7e,successful login for user on ssh,,success,,chrome,,,,,critical,,,user67,,172.18.64.159
1009033,Network,58623,10.226.108.54,,,,2025-09-30T17:24:35.328710,25,,,,53406,,8ed7626f-ebb5-4d54-96df-3ece63174e0b,,,,,,,,TCP,,info,,,,237.093,10.242.128.95
